customerID,customer_fname,customer_lname,customer_email,customer_city,customer_state,customer_country,customer_zip,market,region
11034,Mary,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
11035,Evelyn,Fritz,XXXXXXXXX,Manati,PR,Puerto Rico,674.0,Europe,
11036,Bobby,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
11037,Mary,Perry,XXXXXXXXX,Davis,CA,EE. UU.,95616.0,LATAM,
11038,Arthur,Smith,XXXXXXXXX,Newark,NJ,EE. UU.,7104.0,Pacific Asia,
11039,Mary,Torres,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,USCA,
11040,Hannah,Gregory,XXXXXXXXX,Fort Lauderdale,FL,EE. UU.,33324.0,Africa,
11041,Walter,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,USCA,
11042,Mary,Hall,XXXXXXXXX,Ontario,CA,EE. UU.,91762.0,USCA,
11043,John,Watson,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
11044,Daniel,Henson,XXXXXXXXX,Memphis,TN,EE. UU.,38127.0,USCA,
11045,Paul,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Africa,
11046,Scott,Davidson,XXXXXXXXX,Hialeah,FL,EE. UU.,33015.0,Europe,
11047,Mary,Smith,XXXXXXXXX,Chicago,IL,EE. UU.,60624.0,LATAM,
11048,Randy,Ball,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
11049,Mary,Smith,XXXXXXXXX,Milpitas,CA,EE. UU.,95035.0,Europe,
11050,Karen,Jordan,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
11051,Edward,Horn,XXXXXXXXX,San Jose,CA,EE. UU.,95112.0,Europe,
11052,Jason,Ashley,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
11053,Mary,Smith,XXXXXXXXX,Bakersfield,CA,EE. UU.,93309.0,Europe,
11054,Henry,Jenkins,XXXXXXXXX,Colton,CA,EE. UU.,92324.0,Europe,
11055,Mary,Smith,XXXXXXXXX,Everett,WA,EE. UU.,98208.0,Europe,
11056,Larry,Booker,XXXXXXXXX,Opelousas,LA,EE. UU.,70570.0,Pacific Asia,
11057,Mary,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
11058,Charles,Wright,XXXXXXXXX,Brooklyn,NY,EE. UU.,11220.0,LATAM,
11059,Mary,Daniels,XXXXXXXXX,Brooklyn,NY,EE. UU.,11221.0,Pacific Asia,
11060,Robert,Smith,XXXXXXXXX,Sacramento,CA,EE. UU.,95822.0,Pacific Asia,
11061,Joseph,Webster,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
11062,Shawn,Riddle,XXXXXXXXX,Olathe,KS,EE. UU.,66062.0,Europe,
11063,Mary,Smith,XXXXXXXXX,Cary,NC,EE. UU.,27511.0,Pacific Asia,
11064,Mark,Mays,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Pacific Asia,
11065,Aaron,Smith,XXXXXXXXX,New York,NY,EE. UU.,10031.0,Europe,
11066,Mary,Robinson,XXXXXXXXX,Phoenix,AZ,EE. UU.,85029.0,LATAM,
11067,Anthony,Zimmerman,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
11068,Roger,Smith,XXXXXXXXX,Longmont,CO,EE. UU.,80501.0,Pacific Asia,
11069,Mary,Morton,XXXXXXXXX,Bronx,NY,EE. UU.,10461.0,Europe,
11070,Beverly,Hardin,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
11071,Mary,Smith,XXXXXXXXX,Brooklyn,NY,EE. UU.,11208.0,Pacific Asia,
11072,Nathan,Anthony,XXXXXXXXX,Wheaton,IL,EE. UU.,60187.0,USCA,
11073,Mary,Smith,XXXXXXXXX,Tonawanda,NY,EE. UU.,14150.0,Europe,
11074,Roy,Hill,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,USCA,
11075,Mary,Meyer,XXXXXXXXX,Ann Arbor,MI,EE. UU.,48103.0,Europe,
11076,Robert,Leonard,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
11077,Andrew,Smith,XXXXXXXXX,New Orleans,LA,EE. UU.,70119.0,Pacific Asia,
11078,Donna,Hoover,XXXXXXXXX,New Braunfels,TX,EE. UU.,78130.0,Europe,
11079,Russell,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
11080,Mary,Bush,XXXXXXXXX,Santa Ana,CA,EE. UU.,92701.0,Pacific Asia,
11081,William,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
11082,Joseph,Smith,XXXXXXXXX,Moreno Valley,CA,EE. UU.,92557.0,LATAM,
11083,Evelyn,Morrison,XXXXXXXXX,Las Cruces,NM,EE. UU.,88005.0,LATAM,
11084,Mary,Mejia,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
11085,Christopher,Smith,XXXXXXXXX,Albuquerque,NM,EE. UU.,87112.0,Europe,
11086,Lauren,Hobbs,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
11087,Mary,Smith,XXXXXXXXX,Wichita,KS,EE. UU.,67212.0,LATAM,
11088,Theresa,Rowe,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
11089,Mary,Smith,XXXXXXXXX,San Pablo,CA,EE. UU.,94806.0,LATAM,
11090,John,Shah,XXXXXXXXX,Roseburg,OR,EE. UU.,97470.0,Europe,
11091,Joan,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,USCA,
11092,Mary,Mills,XXXXXXXXX,Rochester,NY,EE. UU.,14609.0,USCA,
11093,Dorothy,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
11094,Rose,Wyatt,XXXXXXXXX,Mission,TX,EE. UU.,78572.0,Europe,
11095,Mary,Smith,XXXXXXXXX,Lompoc,CA,EE. UU.,93436.0,LATAM,
11096,Carol,Hill,XXXXXXXXX,Lockport,IL,EE. UU.,60441.0,Pacific Asia,
11097,Mary,Hatfield,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Pacific Asia,
11098,Raymond,Smith,XXXXXXXXX,Westerville,OH,EE. UU.,43081.0,Europe,
11099,Mary,Harris,XXXXXXXXX,La Mirada,CA,EE. UU.,90638.0,LATAM,
11100,Barbara,Tucker,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
11101,Dylan,Smith,XXXXXXXXX,Fresno,CA,EE. UU.,93720.0,LATAM,
11102,Mary,Jackson,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
11103,Jennifer,Bray,XXXXXXXXX,Yonkers,NY,EE. UU.,10701.0,USCA,
11104,Daniel,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
11105,Jason,Lewis,XXXXXXXXX,Houston,TX,EE. UU.,77080.0,Europe,
11106,Mary,Navarro,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
11107,Melissa,Smith,XXXXXXXXX,Brooklyn,NY,EE. UU.,11238.0,USCA,
11108,Mary,Sandoval,XXXXXXXXX,Plainfield,IL,EE. UU.,60544.0,Europe,
11109,William,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Pacific Asia,
11110,Jean,Parker,XXXXXXXXX,Santa Ana,CA,EE. UU.,92704.0,Europe,
11111,Mary,Elliott,XXXXXXXXX,San Sebastian,PR,Puerto Rico,685.0,Europe,
11112,Jessica,Cowan,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
11113,Jacqueline,Smith,XXXXXXXXX,Brooklyn,NY,EE. UU.,11208.0,USCA,
11114,Mary,Owens,XXXXXXXXX,Columbus,OH,EE. UU.,43230.0,USCA,
11115,Michelle,Smith,XXXXXXXXX,Williamsport,PA,EE. UU.,17701.0,LATAM,
11116,Mary,Wu,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Africa,
11117,Peter,Hebert,XXXXXXXXX,San Diego,CA,EE. UU.,92104.0,LATAM,
11118,Mary,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
11119,Doris,Schneider,XXXXXXXXX,Saint Louis,MO,EE. UU.,63123.0,Europe,
11120,Mary,Smith,XXXXXXXXX,Saint Louis,MO,EE. UU.,63116.0,LATAM,
11121,Ronald,Oliver,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,USCA,
11122,Mary,Smith,XXXXXXXXX,Troy,MI,EE. UU.,48098.0,Pacific Asia,
11123,Samantha,Miller,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Pacific Asia,
11124,Mary,Bowman,XXXXXXXXX,Humacao,PR,Puerto Rico,791.0,Pacific Asia,
11125,Edward,Fitzgerald,XXXXXXXXX,Las Vegas,NV,EE. UU.,89119.0,LATAM,
11126,Joe,Smith,XXXXXXXXX,Cleveland,OH,EE. UU.,44118.0,Europe,
11127,Mary,Tucker,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
11128,Timothy,Lyons,XXXXXXXXX,Miami,FL,EE. UU.,33157.0,Europe,
11129,Danielle,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Pacific Asia,
11130,Mary,Parker,XXXXXXXXX,Oceanside,CA,EE. UU.,92054.0,Europe,
11131,Mary,Smith,XXXXXXXXX,Brooklyn,NY,EE. UU.,11209.0,LATAM,
11132,Jonathan,Washington,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,USCA,
11133,Mary,Smith,XXXXXXXXX,West Covina,CA,EE. UU.,91790.0,Pacific Asia,
11134,Robert,Lopez,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
11135,Michelle,Kirk,XXXXXXXXX,New York,NY,EE. UU.,10024.0,Europe,
11136,Gloria,Smith,XXXXXXXXX,Hollywood,FL,EE. UU.,33021.0,LATAM,
11137,Mary,Price,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
11138,William,Smith,XXXXXXXXX,Las Vegas,NV,EE. UU.,89123.0,LATAM,
11139,Brenda,Fisher,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Pacific Asia,
11140,Mary,Smith,XXXXXXXXX,Anaheim,CA,EE. UU.,92804.0,Europe,
11141,Christopher,Wilson,XXXXXXXXX,Eugene,OR,EE. UU.,97405.0,LATAM,
11142,Sharon,Gonzales,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
11143,Mary,Smith,XXXXXXXXX,Brooklyn,NY,EE. UU.,11230.0,Europe,
11144,Jose,Dickerson,XXXXXXXXX,Mesa,AZ,EE. UU.,85201.0,USCA,
11145,Mary,Smith,XXXXXXXXX,Simi Valley,CA,EE. UU.,93063.0,LATAM,
11146,Jason,Nolan,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Africa,
11147,Mary,Smith,XXXXXXXXX,Watsonville,CA,EE. UU.,95076.0,USCA,
11148,Lisa,Keith,XXXXXXXXX,San Antonio,TX,EE. UU.,78227.0,Africa,
11149,Roy,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
11150,Mary,Jones,XXXXXXXXX,Hialeah,FL,EE. UU.,33016.0,LATAM,
11151,Harold,Walker,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
11152,Mary,Smith,XXXXXXXXX,Mchenry,IL,EE. UU.,60050.0,Pacific Asia,
11153,Brian,Green,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
11154,Pamela,Dickerson,XXXXXXXXX,Granada Hills,CA,EE. UU.,91344.0,Pacific Asia,
11156,Jessica,Valdez,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
11157,Mary,Smith,XXXXXXXXX,York,PA,EE. UU.,17402.0,LATAM,
11158,Andrew,Graham,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
11159,Mary,Bruce,XXXXXXXXX,Sylmar,CA,EE. UU.,91342.0,LATAM,
11160,Rachel,Smith,XXXXXXXXX,Long Beach,CA,EE. UU.,90806.0,Europe,
11161,Mary,Pennington,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
11162,James,Smith,XXXXXXXXX,Frankfort,KY,EE. UU.,40601.0,LATAM,
11163,Jane,Price,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
11164,Mary,Bautista,XXXXXXXXX,Oxnard,CA,EE. UU.,93033.0,LATAM,
11165,John,Smith,XXXXXXXXX,Philadelphia,PA,EE. UU.,19139.0,Europe,
11166,Crystal,Brown,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
11167,Mary,Hinton,XXXXXXXXX,New York,NY,EE. UU.,10003.0,LATAM,
11168,Cynthia,Smith,XXXXXXXXX,Plainfield,NJ,EE. UU.,7060.0,LATAM,
11169,Kyle,Thomas,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,USCA,
11170,Mary,Newman,XXXXXXXXX,Philadelphia,PA,EE. UU.,19149.0,USCA,
11171,Richard,Mcfarland,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
11172,Mary,Smith,XXXXXXXXX,Greensboro,NC,EE. UU.,27406.0,Europe,
11173,Kathleen,Mayer,XXXXXXXXX,Enfield,CT,EE. UU.,6082.0,Pacific Asia,
11174,Teresa,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Pacific Asia,
11175,Mary,Jones,XXXXXXXXX,Phoenix,AZ,EE. UU.,85033.0,LATAM,
11176,Rachel,Perez,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
11177,Mary,Cowan,XXXXXXXXX,Wayne,NJ,EE. UU.,7470.0,LATAM,
11178,Laura,Smith,XXXXXXXXX,Portland,OR,EE. UU.,97229.0,LATAM,
11179,Mary,Allen,XXXXXXXXX,Escondido,CA,EE. UU.,92026.0,LATAM,
11180,Lisa,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
11181,Mary,Hernandez,XXXXXXXXX,Bronx,NY,EE. UU.,10473.0,LATAM,
11182,Sharon,Barker,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
11183,Mary,Smith,XXXXXXXXX,San Juan,PR,Puerto Rico,921.0,LATAM,
11184,Jennifer,Kelly,XXXXXXXXX,La Puente,CA,EE. UU.,91744.0,LATAM,
11185,Barbara,Smith,XXXXXXXXX,Bronx,NY,EE. UU.,10453.0,Pacific Asia,
11186,Betty,Le,XXXXXXXXX,Winnetka,CA,EE. UU.,91306.0,LATAM,
11187,Mary,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,USCA,
11188,Rebecca,White,XXXXXXXXX,New York,NY,EE. UU.,10040.0,Europe,
11189,Mary,Hammond,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
11190,Billy,Smith,XXXXXXXXX,Toms River,NJ,EE. UU.,8753.0,LATAM,
11191,Mary,Peterson,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
11192,Andrew,Dickson,XXXXXXXXX,Hialeah,FL,EE. UU.,33016.0,Africa,
11193,Rachel,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
11194,Frances,Nielsen,XXXXXXXXX,Aurora,CO,EE. UU.,80012.0,Europe,
11195,Jacqueline,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
11196,Willie,Daniel,XXXXXXXXX,Tempe,AZ,EE. UU.,85281.0,LATAM,
11197,Mary,Conrad,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,USCA,
11198,Samuel,Smith,XXXXXXXXX,Marietta,GA,EE. UU.,30067.0,LATAM,
11199,Mary,Sellers,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
11200,Shirley,Smith,XXXXXXXXX,Saint Peters,MO,EE. UU.,63376.0,Europe,
11201,Wayne,Kelly,XXXXXXXXX,Indio,CA,EE. UU.,92201.0,Europe,
11202,Mary,Frederick,XXXXXXXXX,Santa Cruz,CA,EE. UU.,95060.0,Pacific Asia,
11203,David,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Africa,
11204,Marie,Lee,XXXXXXXXX,Longmont,CO,EE. UU.,80501.0,Europe,
11205,Mary,Harris,XXXXXXXXX,Miami,FL,EE. UU.,33125.0,Pacific Asia,
11206,Kevin,Montoya,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
11207,Gerald,Smith,XXXXXXXXX,Albuquerque,NM,EE. UU.,87111.0,Europe,
11208,Mary,Morgan,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
11209,Grace,Lam,XXXXXXXXX,Quincy,IL,EE. UU.,62301.0,Pacific Asia,
11210,Olivia,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
11211,Mary,Yu,XXXXXXXXX,New York,NY,EE. UU.,10032.0,LATAM,
11212,Thomas,Smith,XXXXXXXXX,Bakersfield,CA,EE. UU.,93304.0,Europe,
11213,Mary,Black,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Africa,
11214,Joseph,Mccormick,XXXXXXXXX,Santa Ana,CA,EE. UU.,92704.0,Europe,
11215,Tiffany,Smith,XXXXXXXXX,Gwynn Oak,MD,EE. UU.,21207.0,LATAM,
11216,Mary,Morgan,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Pacific Asia,
11217,James,Smith,XXXXXXXXX,Brooklyn,NY,EE. UU.,11220.0,Pacific Asia,
11218,Louis,Novak,XXXXXXXXX,Murfreesboro,TN,EE. UU.,37130.0,LATAM,
11219,Mary,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
11220,Jeffrey,Reed,XXXXXXXXX,Passaic,NJ,EE. UU.,7055.0,Africa,
11221,Mary,Pittman,XXXXXXXXX,Antioch,TN,EE. UU.,37013.0,Pacific Asia,
11222,Charles,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
11223,Gary,Tanner,XXXXXXXXX,Azusa,CA,EE. UU.,91702.0,Pacific Asia,
11224,Mary,Smith,XXXXXXXXX,Billings,MT,EE. UU.,59102.0,LATAM,
11225,Michael,Marshall,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
11226,Amanda,Smith,XXXXXXXXX,Philadelphia,PA,EE. UU.,19134.0,LATAM,
11227,Mary,Coleman,XXXXXXXXX,Orlando,FL,EE. UU.,32825.0,Europe,
11228,Michael,Trujillo,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
11229,Diane,Smith,XXXXXXXXX,Kenner,LA,EE. UU.,70065.0,Europe,
11230,Sara,Collins,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,USCA,
11231,Mary,Schroeder,XXXXXXXXX,Fond Du Lac,WI,EE. UU.,54935.0,USCA,
11232,Denise,Smith,XXXXXXXXX,Tallahassee,FL,EE. UU.,32308.0,LATAM,
11233,Mary,Murphy,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,USCA,
11234,Martha,Smith,XXXXXXXXX,Baltimore,MD,EE. UU.,21215.0,LATAM,
11235,Judy,Church,XXXXXXXXX,Portland,OR,EE. UU.,97206.0,Europe,
11236,Mary,Smith,XXXXXXXXX,Bismarck,ND,EE. UU.,58501.0,Pacific Asia,
11237,Zachary,Watkins,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
11238,Mary,Casey,XXXXXXXXX,Hendersonville,TN,EE. UU.,37075.0,LATAM,
11239,Debra,Smith,XXXXXXXXX,New Albany,IN,EE. UU.,47150.0,LATAM,
11240,Dennis,Morris,XXXXXXXXX,Richmond,VA,EE. UU.,23223.0,Africa,
11241,Mary,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Pacific Asia,
11242,Brandon,Frost,XXXXXXXXX,Wyoming,MI,EE. UU.,49509.0,USCA,
11243,Mary,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Pacific Asia,
11244,John,Garcia,XXXXXXXXX,Ann Arbor,MI,EE. UU.,48103.0,Pacific Asia,
11245,Debra,Washington,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
11246,Mary,Smith,XXXXXXXXX,Howell,MI,EE. UU.,48843.0,Pacific Asia,
11247,Wayne,Gutierrez,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,USCA,
11248,Mary,Arnold,XXXXXXXXX,Waipahu,HI,EE. UU.,96797.0,Africa,
11249,Madison,Smith,XXXXXXXXX,Provo,UT,EE. UU.,84604.0,LATAM,
11250,Mary,Noble,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,USCA,
11251,Pamela,Smith,XXXXXXXXX,Daly City,CA,EE. UU.,94015.0,LATAM,
11252,Christian,Payne,XXXXXXXXX,Cleveland,OH,EE. UU.,44109.0,Pacific Asia,
11253,Mary,Barron,XXXXXXXXX,San Ramon,CA,EE. UU.,94583.0,Pacific Asia,
11254,Sharon,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
11255,Mary,Schmidt,XXXXXXXXX,Martinez,CA,EE. UU.,94553.0,LATAM,
11256,David,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
11257,Heather,Chang,XXXXXXXXX,Folsom,CA,EE. UU.,95630.0,Europe,
11258,Mary,Smith,XXXXXXXXX,Tucson,AZ,EE. UU.,85713.0,Europe,
11259,John,Powell,XXXXXXXXX,Palo Alto,CA,EE. UU.,94303.0,USCA,
11260,Mary,Macias,XXXXXXXXX,Fort Lauderdale,FL,EE. UU.,33312.0,Europe,
11261,Robert,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,USCA,
11262,Laura,Lopez,XXXXXXXXX,Long Beach,CA,EE. UU.,90805.0,Pacific Asia,
11263,Mary,Keller,XXXXXXXXX,Federal Way,WA,EE. UU.,98023.0,Pacific Asia,
11264,George,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Pacific Asia,
11265,Alexander,Harrell,XXXXXXXXX,Waukegan,IL,EE. UU.,60085.0,USCA,
11266,Mary,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Pacific Asia,
11267,Dorothy,Jackson,XXXXXXXXX,Palmdale,CA,EE. UU.,93550.0,Europe,
11268,Cynthia,Jenkins,XXXXXXXXX,Colorado Springs,CO,EE. UU.,80906.0,Pacific Asia,
11269,Mary,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Pacific Asia,
11270,Vincent,Harris,XXXXXXXXX,Brooklyn,NY,EE. UU.,11226.0,Europe,
11271,Mary,Smith,XXXXXXXXX,Arecibo,PR,Puerto Rico,612.0,Africa,
11272,Rose,Jones,XXXXXXXXX,Opelousas,LA,EE. UU.,70570.0,USCA,
11273,Mary,Ward,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
11274,Mary,Fisher,XXXXXXXXX,Upland,CA,EE. UU.,91786.0,LATAM,
11275,Kyle,Wheeler,XXXXXXXXX,Webster,NY,EE. UU.,14580.0,LATAM,
11276,Mary,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
11277,Nicole,Gordon,XXXXXXXXX,Brooklyn,NY,EE. UU.,11229.0,LATAM,
11278,Brandon,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Africa,
11279,Mary,Wells,XXXXXXXXX,Berwyn,IL,EE. UU.,60402.0,LATAM,
11280,James,Snyder,XXXXXXXXX,North Hollywood,CA,EE. UU.,91605.0,LATAM,
11281,Janet,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
11282,Maria,Cook,XXXXXXXXX,Fontana,CA,EE. UU.,92335.0,USCA,
11283,Mary,Morgan,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
11284,Sarah,Sherman,XXXXXXXXX,Manati,PR,Puerto Rico,674.0,Europe,
11285,Christian,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
11286,Mary,Garcia,XXXXXXXXX,Porterville,CA,EE. UU.,93257.0,Pacific Asia,
11287,Richard,Richmond,XXXXXXXXX,Houston,TX,EE. UU.,77081.0,LATAM,
11288,Cynthia,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
11289,Mary,Wang,XXXXXXXXX,Mount Pleasant,MI,EE. UU.,48858.0,Pacific Asia,
11290,Catherine,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
11291,Mary,Ramirez,XXXXXXXXX,Brooklyn,NY,EE. UU.,11233.0,Pacific Asia,
11292,William,Saunders,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,USCA,
11293,Shirley,Smith,XXXXXXXXX,Chambersburg,PA,EE. UU.,17201.0,Europe,
11294,Phillip,Brown,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
11295,Mary,Ayala,XXXXXXXXX,Chula Vista,CA,EE. UU.,91910.0,Pacific Asia,
11296,Julie,Smith,XXXXXXXXX,Fresno,CA,EE. UU.,93720.0,LATAM,
11297,Mary,Ho,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
11298,Anthony,Best,XXXXXXXXX,Henrico,VA,EE. UU.,23233.0,LATAM,
11299,Henry,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Europe,
11300,Mary,Daniels,XXXXXXXXX,Bronx,NY,EE. UU.,10453.0,Pacific Asia,
11301,Helen,Bauer,XXXXXXXXX,Winter Park,FL,EE. UU.,32792.0,Europe,
11302,Joyce,Atkins,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Africa,
11303,Mary,Smith,XXXXXXXXX,Union City,NJ,EE. UU.,7087.0,USCA,
11304,Alexander,Campbell,XXXXXXXXX,Santa Cruz,CA,EE. UU.,95060.0,Europe,
11305,Mary,Hartman,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,USCA,
11306,Gerald,Beasley,XXXXXXXXX,Miami,FL,EE. UU.,33177.0,LATAM,
11307,Mary,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
11308,Angela,Trevino,XXXXXXXXX,San Marcos,CA,EE. UU.,92069.0,Europe,
11309,Mary,Smith,XXXXXXXXX,Newburgh,NY,EE. UU.,12550.0,Pacific Asia,
11310,Kenneth,Williams,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
11311,Julie,White,XXXXXXXXX,Chicago,IL,EE. UU.,60617.0,USCA,
11312,Gregory,Trujillo,XXXXXXXXX,New York,NY,EE. UU.,10128.0,USCA,
11313,Mary,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
11314,Ashley,Mclaughlin,XXXXXXXXX,Encinitas,CA,EE. UU.,92024.0,USCA,
11315,Kimberly,Campos,XXXXXXXXX,College Station,TX,EE. UU.,77840.0,Pacific Asia,
11316,Jonathan,Keith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,USCA,
11317,Ethan,Smith,XXXXXXXXX,Pawtucket,RI,EE. UU.,2860.0,Europe,
11318,Mary,Henry,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,Pacific Asia,
11319,Ronald,Smith,XXXXXXXXX,Arecibo,PR,Puerto Rico,612.0,Europe,
11320,Mary,Jones,XXXXXXXXX,Tracy,CA,EE. UU.,95376.0,Europe,
11321,Linda,Mcdowell,XXXXXXXXX,San Diego,CA,EE. UU.,92104.0,Pacific Asia,
11322,Gary,Smith,XXXXXXXXX,Caguas,PR,Puerto Rico,725.0,LATAM,
